pollster,state,start_date,end_date,sample_size,party,answer,candidate_name,pct,votes
AtlasIntel,Minnesota,11/1/24,11/4/24,2065.0,DEM,Harris,Kamala Harris,49.2,1016.0
AtlasIntel,Minnesota,11/1/24,11/4/24,2065.0,REP,Trump,Donald Trump,47.2,975.0
AtlasIntel,Montana,11/1/24,11/4/24,752.0,DEM,Harris,Kamala Harris,37.1,279.0
AtlasIntel,Montana,11/1/24,11/4/24,752.0,REP,Trump,Donald Trump,57.3,431.0
AtlasIntel,Montana,11/1/24,11/4/24,752.0,GRE,Stein,Jill Stein,1.9,14.0
AtlasIntel,Montana,11/1/24,11/4/24,752.0,LIB,Oliver,Chase Oliver,0.2,2.0
AtlasIntel,Montana,11/1/24,11/4/24,752.0,DEM,Harris,Kamala Harris,39.1,294.0
AtlasIntel,Montana,11/1/24,11/4/24,752.0,REP,Trump,Donald Trump,59.3,446.0
AtlasIntel,Ohio,11/1/24,11/4/24,1022.0,DEM,Harris,Kamala Harris,44.6,456.0
AtlasIntel,Ohio,11/1/24,11/4/24,1022.0,REP,Trump,Donald Trump,53.5,547.0
AtlasIntel,Ohio,11/1/24,11/4/24,1022.0,GRE,Stein,Jill Stein,1.0,10.0
AtlasIntel,Ohio,11/1/24,11/4/24,1022.0,LIB,Oliver,Chase Oliver,0.3,3.0
AtlasIntel,Ohio,11/1/24,11/4/24,1022.0,DEM,Harris,Kamala Harris,45.2,462.0
AtlasIntel,Ohio,11/1/24,11/4/24,1022.0,REP,Trump,Donald Trump,53.7,549.0
AtlasIntel,Texas,11/1/24,11/4/24,2434.0,DEM,Harris,Kamala Harris,44.0,1071.0
AtlasIntel,Texas,11/1/24,11/4/24,2434.0,REP,Trump,Donald Trump,53.7,1307.0
AtlasIntel,Texas,11/1/24,11/4/24,2434.0,GRE,Stein,Jill Stein,1.3,32.0
AtlasIntel,Texas,11/1/24,11/4/24,2434.0,LIB,Oliver,Chase Oliver,0.2,5.0
AtlasIntel,Texas,11/1/24,11/4/24,2434.0,DEM,Harris,Kamala Harris,43.9,1069.0
AtlasIntel,Texas,11/1/24,11/4/24,2434.0,REP,Trump,Donald Trump,54.5,1327.0
AtlasIntel,Virginia,11/1/24,11/4/24,2202.0,DEM,Harris,Kamala Harris,50.5,1112.0
AtlasIntel,Virginia,11/1/24,11/4/24,2202.0,REP,Trump,Donald Trump,45.1,993.0
AtlasIntel,Virginia,11/1/24,11/4/24,2202.0,GRE,Stein,Jill Stein,2.2,48.0
AtlasIntel,Virginia,11/1/24,11/4/24,2202.0,LIB,Oliver,Chase Oliver,0.6,13.0
AtlasIntel,Virginia,11/1/24,11/4/24,2202.0,DEM,Harris,Kamala Harris,51.3,1130.0
AtlasIntel,Virginia,11/1/24,11/4/24,2202.0,REP,Trump,Donald Trump,45.9,1011.0
SoCal Strategies,Iowa,11/2/24,11/3/24,501.0,DEM,Harris,Kamala Harris,43.1,216.0
SoCal Strategies,Iowa,11/2/24,11/3/24,501.0,REP,Trump,Donald Trump,50.4,253.0
SoCal Strategies,Iowa,11/2/24,11/3/24,435.0,DEM,Harris,Kamala Harris,44.0,191.0
SoCal Strategies,Iowa,11/2/24,11/3/24,435.0,REP,Trump,Donald Trump,52.2,227.0
InsiderAdvantage,Georgia,11/2/24,11/3/24,800.0,DEM,Harris,Kamala Harris,47.7,382.0
InsiderAdvantage,Georgia,11/2/24,11/3/24,800.0,REP,Trump,Donald Trump,48.7,390.0
Research Co.,California,11/2/24,11/3/24,450.0,DEM,Harris,Kamala Harris,64.0,288.0
Research Co.,California,11/2/24,11/3/24,450.0,REP,Trump,Donald Trump,32.0,144.0
Research Co.,Florida,11/2/24,11/3/24,450.0,DEM,Harris,Kamala Harris,44.0,198.0
Research Co.,Florida,11/2/24,11/3/24,450.0,REP,Trump,Donald Trump,51.0,230.0
Research Co.,Michigan,11/2/24,11/3/24,450.0,DEM,Harris,Kamala Harris,49.0,220.0
Research Co.,Michigan,11/2/24,11/3/24,450.0,REP,Trump,Donald Trump,47.0,212.0
Research Co.,Minnesota,11/2/24,11/3/24,450.0,DEM,Harris,Kamala Harris,51.0,230.0
Research Co.,Minnesota,11/2/24,11/3/24,450.0,REP,Trump,Donald Trump,44.0,198.0
Research Co.,Missouri,11/2/24,11/3/24,450.0,DEM,Harris,Kamala Harris,39.0,176.0
Research Co.,Missouri,11/2/24,11/3/24,450.0,REP,Trump,Donald Trump,54.0,243.0
Research Co.,New Jersey,11/2/24,11/3/24,450.0,DEM,Harris,Kamala Harris,57.0,256.0
Research Co.,New Jersey,11/2/24,11/3/24,450.0,REP,Trump,Donald Trump,40.0,180.0
Research Co.,New York,11/2/24,11/3/24,450.0,DEM,Harris,Kamala Harris,57.0,256.0
Research Co.,New York,11/2/24,11/3/24,450.0,REP,Trump,Donald Trump,41.0,184.0
Research Co.,Pennsylvania,11/2/24,11/3/24,450.0,DEM,Harris,Kamala Harris,48.0,216.0
Research Co.,Pennsylvania,11/2/24,11/3/24,450.0,REP,Trump,Donald Trump,47.0,212.0
Research Co.,Virginia,11/2/24,11/3/24,450.0,DEM,Harris,Kamala Harris,51.0,230.0
Research Co.,Virginia,11/2/24,11/3/24,450.0,REP,Trump,Donald Trump,45.0,202.0
Research Co.,Washington,11/2/24,11/3/24,450.0,DEM,Harris,Kamala Harris,54.0,243.0
Research Co.,Washington,11/2/24,11/3/24,450.0,REP,Trump,Donald Trump,39.0,176.0
Research Co.,Wisconsin,11/2/24,11/3/24,450.0,DEM,Harris,Kamala Harris,49.0,220.0
Research Co.,Wisconsin,11/2/24,11/3/24,450.0,REP,Trump,Donald Trump,46.0,207.0
Victory Insights,Arizona,11/2/24,11/3/24,750.0,DEM,Harris,Kamala Harris,48.4,363.0
Victory Insights,Arizona,11/2/24,11/3/24,750.0,REP,Trump,Donald Trump,49.2,369.0
Research Co.,,11/2/24,11/3/24,1003.0,DEM,Harris,Kamala Harris,48.0,481.0
Research Co.,,11/2/24,11/3/24,1003.0,REP,Trump,Donald Trump,46.0,461.0
InsiderAdvantage,Iowa,11/2/24,11/3/24,800.0,DEM,Harris,Kamala Harris,45.6,365.0
InsiderAdvantage,Iowa,11/2/24,11/3/24,800.0,REP,Trump,Donald Trump,52.4,419.0
John Zogby Strategies,,11/2/24,11/3/24,1005.0,DEM,Harris,Kamala Harris,48.1,483.0
John Zogby Strategies,,11/2/24,11/3/24,1005.0,REP,Trump,Donald Trump,44.5,447.0
John Zogby Strategies,,11/2/24,11/3/24,1005.0,LIB,Oliver,Chase Oliver,3.2,32.0
John Zogby Strategies,,11/2/24,11/3/24,1005.0,GRE,Stein,Jill Stein,1.8,18.0
John Zogby Strategies,,11/2/24,11/3/24,1005.0,DEM,Harris,Kamala Harris,48.7,489.0
John Zogby Strategies,,11/2/24,11/3/24,1005.0,REP,Trump,Donald Trump,46.4,466.0
Patriot Polling,,11/1/24,11/3/24,1115.0,DEM,Harris,Kamala Harris,49.4,551.0
Patriot Polling,,11/1/24,11/3/24,1115.0,REP,Trump,Donald Trump,48.1,536.0
Patriot Polling,Pennsylvania,11/1/24,11/3/24,903.0,DEM,Harris,Kamala Harris,48.7,440.0
Patriot Polling,Pennsylvania,11/1/24,11/3/24,903.0,REP,Trump,Donald Trump,49.6,448.0
Patriot Polling,Michigan,11/1/24,11/3/24,858.0,DEM,Harris,Kamala Harris,49.2,422.0
Patriot Polling,Michigan,11/1/24,11/3/24,858.0,REP,Trump,Donald Trump,48.5,416.0
Patriot Polling,Wisconsin,11/1/24,11/3/24,835.0,DEM,Harris,Kamala Harris,49.0,409.0
Patriot Polling,Wisconsin,11/1/24,11/3/24,835.0,REP,Trump,Donald Trump,48.7,407.0
Patriot Polling,North Carolina,11/1/24,11/3/24,799.0,DEM,Harris,Kamala Harris,48.9,391.0
Patriot Polling,North Carolina,11/1/24,11/3/24,799.0,REP,Trump,Donald Trump,50.5,403.0
Patriot Polling,Georgia,11/1/24,11/3/24,818.0,DEM,Harris,Kamala Harris,48.6,398.0
Patriot Polling,Georgia,11/1/24,11/3/24,818.0,REP,Trump,Donald Trump,50.4,412.0
Patriot Polling,Arizona,11/1/24,11/3/24,801.0,DEM,Harris,Kamala Harris,47.6,381.0
Patriot Polling,Arizona,11/1/24,11/3/24,801.0,REP,Trump,Donald Trump,51.1,409.0
Patriot Polling,Nevada,11/1/24,11/3/24,792.0,DEM,Harris,Kamala Harris,49.4,391.0
Patriot Polling,Nevada,11/1/24,11/3/24,792.0,REP,Trump,Donald Trump,49.5,392.0
Trafalgar Group,Pennsylvania,11/1/24,11/3/24,1089.0,DEM,Harris,Kamala Harris,46.7,509.0
Trafalgar Group,Pennsylvania,11/1/24,11/3/24,1089.0,REP,Trump,Donald Trump,48.4,527.0
Trafalgar Group,Wisconsin,11/1/24,11/3/24,1086.0,DEM,Harris,Kamala Harris,48.2,523.0
Trafalgar Group,Wisconsin,11/1/24,11/3/24,1086.0,REP,Trump,Donald Trump,47.0,510.0
Trafalgar Group,Michigan,11/1/24,11/3/24,1079.0,DEM,Harris,Kamala Harris,47.4,511.0
Trafalgar Group,Michigan,11/1/24,11/3/24,1079.0,REP,Trump,Donald Trump,47.8,516.0
TIPP,,11/1/24,11/3/24,1411.0,DEM,Harris,Kamala Harris,48.0,677.0
TIPP,,11/1/24,11/3/24,1411.0,REP,Trump,Donald Trump,48.0,677.0
TIPP,,11/1/24,11/3/24,1411.0,DEM,Harris,Kamala Harris,48.3,682.0
TIPP,,11/1/24,11/3/24,1411.0,REP,Trump,Donald Trump,48.8,689.0
TIPP,,11/1/24,11/3/24,1411.0,IND,West,Cornel West,0.7,10.0
TIPP,,11/1/24,11/3/24,1411.0,GRE,Stein,Jill Stein,0.7,10.0
Victory Insights,New Mexico,11/1/24,11/3/24,600.0,DEM,Harris,Kamala Harris,49.6,298.0
Victory Insights,New Mexico,11/1/24,11/3/24,600.0,REP,Trump,Donald Trump,44.7,268.0
Dartmouth Poll,New Hampshire,11/1/24,11/3/24,587.0,DEM,Harris,Kamala Harris,61.9,363.0
Dartmouth Poll,New Hampshire,11/1/24,11/3/24,587.0,REP,Trump,Donald Trump,33.5,197.0
Ipsos,,11/1/24,11/3/24,1242.0,DEM,Harris,Kamala Harris,41.0,509.0
Ipsos,,11/1/24,11/3/24,1242.0,REP,Trump,Donald Trump,39.0,484.0
Ipsos,,11/1/24,11/3/24,973.0,DEM,Harris,Kamala Harris,50.0,486.0
Ipsos,,11/1/24,11/3/24,973.0,REP,Trump,Donald Trump,48.0,467.0
Trafalgar Group,Arizona,11/1/24,11/3/24,1090.0,DEM,Harris,Kamala Harris,47.1,513.0
Trafalgar Group,Arizona,11/1/24,11/3/24,1090.0,REP,Trump,Donald Trump,49.2,536.0
Leger,,10/31/24,11/3/24,886.0,DEM,Harris,Kamala Harris,49.4,438.0
Leger,,10/31/24,11/3/24,886.0,REP,Trump,Donald Trump,48.5,430.0
Emerson,Iowa,11/1/24,11/2/24,800.0,DEM,Harris,Kamala Harris,44.8,358.0
Emerson,Iowa,11/1/24,11/2/24,800.0,REP,Trump,Donald Trump,53.9,431.0
AtlasIntel,,11/1/24,11/2/24,2463.0,DEM,Harris,Kamala Harris,47.2,1163.0
AtlasIntel,,11/1/24,11/2/24,2463.0,REP,Trump,Donald Trump,49.0,1207.0
AtlasIntel,,11/1/24,11/2/24,2463.0,GRE,Stein,Jill Stein,1.0,25.0
AtlasIntel,,11/1/24,11/2/24,2463.0,LIB,Oliver,Chase Oliver,0.3,7.0
AtlasIntel,,11/1/24,11/2/24,2463.0,IND,West,Cornel West,0.3,7.0
AtlasIntel,,11/1/24,11/2/24,2463.0,DEM,Harris,Kamala Harris,48.3,1190.0
AtlasIntel,,11/1/24,11/2/24,2463.0,REP,Trump,Donald Trump,49.8,1227.0
AtlasIntel,Arizona,11/1/24,11/2/24,967.0,DEM,Harris,Kamala Harris,45.1,436.0
AtlasIntel,Arizona,11/1/24,11/2/24,967.0,REP,Trump,Donald Trump,51.9,502.0
AtlasIntel,Arizona,11/1/24,11/2/24,967.0,GRE,Stein,Jill Stein,0.8,8.0
AtlasIntel,Arizona,11/1/24,11/2/24,967.0,LIB,Oliver,Chase Oliver,0.6,6.0
AtlasIntel,Arizona,11/1/24,11/2/24,967.0,DEM,Harris,Kamala Harris,45.8,443.0
AtlasIntel,Arizona,11/1/24,11/2/24,967.0,REP,Trump,Donald Trump,52.3,506.0
AtlasIntel,Georgia,11/1/24,11/2/24,1174.0,DEM,Harris,Kamala Harris,46.8,549.0
AtlasIntel,Georgia,11/1/24,11/2/24,1174.0,REP,Trump,Donald Trump,48.6,571.0
AtlasIntel,Georgia,11/1/24,11/2/24,1174.0,GRE,Stein,Jill Stein,2.0,23.0
AtlasIntel,Georgia,11/1/24,11/2/24,1174.0,LIB,Oliver,Chase Oliver,0.8,9.0
AtlasIntel,Georgia,11/1/24,11/2/24,1174.0,DEM,Harris,Kamala Harris,47.6,559.0
AtlasIntel,Georgia,11/1/24,11/2/24,1174.0,REP,Trump,Donald Trump,50.1,588.0
AtlasIntel,Michigan,11/1/24,11/2/24,1198.0,DEM,Harris,Kamala Harris,47.8,573.0
AtlasIntel,Michigan,11/1/24,11/2/24,1198.0,REP,Trump,Donald Trump,49.3,591.0
AtlasIntel,Michigan,11/1/24,11/2/24,1198.0,GRE,Stein,Jill Stein,1.7,20.0
AtlasIntel,Michigan,11/1/24,11/2/24,1198.0,LIB,Oliver,Chase Oliver,0.4,5.0
AtlasIntel,Michigan,11/1/24,11/2/24,1198.0,DEM,Harris,Kamala Harris,48.2,577.0
AtlasIntel,Michigan,11/1/24,11/2/24,1198.0,REP,Trump,Donald Trump,49.7,595.0
AtlasIntel,Wisconsin,11/1/24,11/2/24,728.0,DEM,Harris,Kamala Harris,48.0,349.0
AtlasIntel,Wisconsin,11/1/24,11/2/24,728.0,REP,Trump,Donald Trump,49.3,359.0
AtlasIntel,Wisconsin,11/1/24,11/2/24,728.0,GRE,Stein,Jill Stein,0.7,5.0
AtlasIntel,Wisconsin,11/1/24,11/2/24,728.0,LIB,Oliver,Chase Oliver,0.0,0.0
AtlasIntel,Wisconsin,11/1/24,11/2/24,728.0,DEM,Harris,Kamala Harris,48.6,354.0
AtlasIntel,Wisconsin,11/1/24,11/2/24,728.0,REP,Trump,Donald Trump,49.6,361.0
AtlasIntel,Pennsylvania,11/1/24,11/2/24,2049.0,DEM,Harris,Kamala Harris,47.4,971.0
AtlasIntel,Pennsylvania,11/1/24,11/2/24,2049.0,REP,Trump,Donald Trump,49.1,1006.0
AtlasIntel,Pennsylvania,11/1/24,11/2/24,2049.0,GRE,Stein,Jill Stein,0.9,18.0
AtlasIntel,Pennsylvania,11/1/24,11/2/24,2049.0,LIB,Oliver,Chase Oliver,0.5,10.0
AtlasIntel,Pennsylvania,11/1/24,11/2/24,2049.0,DEM,Harris,Kamala Harris,47.8,979.0
AtlasIntel,Pennsylvania,11/1/24,11/2/24,2049.0,REP,Trump,Donald Trump,49.6,1016.0
AtlasIntel,North Carolina,11/1/24,11/2/24,1310.0,DEM,Harris,Kamala Harris,46.8,613.0
AtlasIntel,North Carolina,11/1/24,11/2/24,1310.0,REP,Trump,Donald Trump,50.4,660.0
AtlasIntel,North Carolina,11/1/24,11/2/24,1310.0,GRE,Stein,Jill Stein,0.7,9.0
AtlasIntel,North Carolina,11/1/24,11/2/24,1310.0,LIB,Oliver,Chase Oliver,0.3,4.0
AtlasIntel,North Carolina,11/1/24,11/2/24,1310.0,DEM,Harris,Kamala Harris,47.1,617.0
AtlasIntel,North Carolina,11/1/24,11/2/24,1310.0,REP,Trump,Donald Trump,50.5,662.0
AtlasIntel,Nevada,11/1/24,11/2/24,782.0,DEM,Harris,Kamala Harris,45.9,359.0
AtlasIntel,Nevada,11/1/24,11/2/24,782.0,REP,Trump,Donald Trump,51.4,402.0
AtlasIntel,Nevada,11/1/24,11/2/24,782.0,DEM,Harris,Kamala Harris,46.0,360.0
AtlasIntel,Nevada,11/1/24,11/2/24,782.0,REP,Trump,Donald Trump,51.5,403.0
InsiderAdvantage,Arizona,11/1/24,11/2/24,800.0,DEM,Harris,Kamala Harris,46.2,370.0
InsiderAdvantage,Arizona,11/1/24,11/2/24,800.0,REP,Trump,Donald Trump,49.1,393.0
InsiderAdvantage,Michigan,11/1/24,11/2/24,800.0,DEM,Harris,Kamala Harris,47.3,378.0
InsiderAdvantage,Michigan,11/1/24,11/2/24,800.0,REP,Trump,Donald Trump,47.2,378.0
InsiderAdvantage,Wisconsin,11/1/24,11/2/24,800.0,DEM,Harris,Kamala Harris,47.6,381.0
InsiderAdvantage,Wisconsin,11/1/24,11/2/24,800.0,REP,Trump,Donald Trump,48.9,391.0
InsiderAdvantage,Pennsylvania,11/1/24,11/2/24,800.0,DEM,Harris,Kamala Harris,48.2,386.0
InsiderAdvantage,Pennsylvania,11/1/24,11/2/24,800.0,REP,Trump,Donald Trump,49.2,394.0
InsiderAdvantage,North Carolina,11/1/24,11/2/24,800.0,DEM,Harris,Kamala Harris,47.2,378.0
InsiderAdvantage,North Carolina,11/1/24,11/2/24,800.0,REP,Trump,Donald Trump,49.4,395.0
Victory Insights,Florida,11/1/24,11/2/24,400.0,DEM,Harris,Kamala Harris,46.9,188.0
Victory Insights,Florida,11/1/24,11/2/24,400.0,REP,Trump,Donald Trump,51.2,205.0
TIPP,,10/31/24,11/2/24,1305.0,DEM,Harris,Kamala Harris,48.0,626.0
TIPP,,10/31/24,11/2/24,1305.0,REP,Trump,Donald Trump,49.0,639.0
TIPP,,10/31/24,11/2/24,1305.0,DEM,Harris,Kamala Harris,47.6,621.0
TIPP,,10/31/24,11/2/24,1305.0,REP,Trump,Donald Trump,48.6,634.0
TIPP,,10/31/24,11/2/24,1305.0,IND,West,Cornel West,0.8,10.0
TIPP,,10/31/24,11/2/24,1305.0,GRE,Stein,Jill Stein,0.8,10.0
Marist,,10/31/24,11/2/24,1297.0,DEM,Harris,Kamala Harris,51.0,661.0
Marist,,10/31/24,11/2/24,1297.0,REP,Trump,Donald Trump,47.0,610.0
Marist,,10/31/24,11/2/24,1446.0,DEM,Harris,Kamala Harris,49.0,709.0
Marist,,10/31/24,11/2/24,1446.0,REP,Trump,Donald Trump,49.0,709.0
Emerson,,10/30/24,11/2/24,1000.0,DEM,Harris,Kamala Harris,49.4,494.0
Emerson,,10/30/24,11/2/24,1000.0,REP,Trump,Donald Trump,49.2,492.0
Hart/POS,,10/30/24,11/2/24,1000.0,DEM,Harris,Kamala Harris,46.0,460.0
Hart/POS,,10/30/24,11/2/24,1000.0,REP,Trump,Donald Trump,47.0,470.0
Hart/POS,,10/30/24,11/2/24,1000.0,IND,Kennedy,Robert F. Kennedy,1.0,10.0
Hart/POS,,10/30/24,11/2/24,1000.0,IND,West,Cornel West,0.0,0.0
Hart/POS,,10/30/24,11/2/24,1000.0,GRE,Stein,Jill Stein,1.0,10.0
Hart/POS,,10/30/24,11/2/24,1000.0,LIB,Oliver,Chase Oliver,1.0,10.0
Hart/POS,,10/30/24,11/2/24,1000.0,CON,Terry,Randall A. Terry,0.0,0.0
Hart/POS,,10/30/24,11/2/24,1000.0,DEM,Harris,Kamala Harris,49.0,490.0
Hart/POS,,10/30/24,11/2/24,1000.0,REP,Trump,Donald Trump,49.0,490.0
Emerson,Arizona,10/30/24,11/2/24,900.0,DEM,Harris,Kamala Harris,48.7,438.0
Emerson,Arizona,10/30/24,11/2/24,900.0,REP,Trump,Donald Trump,50.8,457.0
Emerson,Michigan,10/30/24,11/2/24,790.0,DEM,Harris,Kamala Harris,50.5,399.0
Emerson,Michigan,10/30/24,11/2/24,790.0,REP,Trump,Donald Trump,48.9,386.0
Emerson,Nevada,10/30/24,11/2/24,840.0,DEM,Harris,Kamala Harris,48.9,411.0
Emerson,Nevada,10/30/24,11/2/24,840.0,REP,Trump,Donald Trump,49.0,412.0
Emerson,Pennsylvania,10/30/24,11/2/24,1000.0,DEM,Harris,Kamala Harris,49.2,492.0
Emerson,Pennsylvania,10/30/24,11/2/24,1000.0,REP,Trump,Donald Trump,49.9,499.0
Emerson,Wisconsin,10/30/24,11/2/24,800.0,DEM,Harris,Kamala Harris,49.5,396.0
Emerson,Wisconsin,10/30/24,11/2/24,800.0,REP,Trump,Donald Trump,49.8,398.0
Emerson,Georgia,10/30/24,11/2/24,800.0,DEM,Harris,Kamala Harris,49.3,394.0
Emerson,Georgia,10/30/24,11/2/24,800.0,REP,Trump,Donald Trump,49.8,398.0
Emerson,North Carolina,10/30/24,11/2/24,860.0,DEM,Harris,Kamala Harris,49.3,424.0
Emerson,North Carolina,10/30/24,11/2/24,860.0,REP,Trump,Donald Trump,49.7,427.0
Emerson,Ohio,10/30/24,11/2/24,900.0,DEM,Harris,Kamala Harris,43.5,392.0
Emerson,Ohio,10/30/24,11/2/24,900.0,REP,Trump,Donald Trump,54.7,492.0
HarrisX,,10/30/24,11/2/24,3759.0,DEM,Harris,Kamala Harris,49.0,1842.0
HarrisX,,10/30/24,11/2/24,3759.0,REP,Trump,Donald Trump,48.0,1804.0
HarrisX,,10/30/24,11/2/24,3759.0,IND,West,Cornel West,2.0,75.0
HarrisX,,10/30/24,11/2/24,3759.0,GRE,Stein,Jill Stein,1.0,38.0
HarrisX,,10/30/24,11/2/24,3759.0,DEM,Harris,Kamala Harris,51.0,1917.0
HarrisX,,10/30/24,11/2/24,3759.0,REP,Trump,Donald Trump,49.0,1842.0
HarrisX,,10/30/24,11/2/24,4520.0,DEM,Harris,Kamala Harris,50.0,2260.0
HarrisX,,10/30/24,11/2/24,4520.0,REP,Trump,Donald Trump,50.0,2260.0
